freq,unit,sex,age,nace_r2,geo,time,value
A,THS_PER,T,Y15-24,A,AT,2015,14.3
A,THS_PER,T,Y15-24,A,AT,2016,11.8
A,THS_PER,T,Y15-24,A,AT,2017,10.2
A,THS_PER,T,Y15-24,A,AT,2018,9.2
A,THS_PER,T,Y15-24,A,AT,2019,11.1
A,THS_PER,T,Y15-24,A,AT,2020,11.0
A,THS_PER,T,Y15-24,A,AT,2021,9.8
A,THS_PER,T,Y15-24,A,AT,2022,10.0
A,THS_PER,T,Y15-24,A,AT,2023,11.3
A,THS_PER,T,Y15-24,A,AT,2024,7.2
A,THS_PER,T,Y15-24,A,AT,2025,7.1
A,THS_PER,T,Y15-24,A,BA,2021,4.6
A,THS_PER,T,Y15-24,A,BA,2022,2.1
A,THS_PER,T,Y15-24,A,BA,2023,1.3
A,THS_PER,T,Y15-24,A,BA,2024,1.4
A,THS_PER,T,Y15-24,A,BA,2025,1.6
A,THS_PER,T,Y15-24,A,BE,2015,2.9
A,THS_PER,T,Y15-24,A,BE,2016,2.9
A,THS_PER,T,Y15-24,A,BE,2017,4.0
A,THS_PER,T,Y15-24,A,BE,2018,3.0
A,THS_PER,T,Y15-24,A,BE,2019,2.8
A,THS_PER,T,Y15-24,A,BE,2020,3.6
A,THS_PER,T,Y15-24,A,BE,2021,2.8
A,THS_PER,T,Y15-24,A,BE,2022,2.6
A,THS_PER,T,Y15-24,A,BE,2023,3.6
A,THS_PER,T,Y15-24,A,BE,2024,2.0
A,THS_PER,T,Y15-24,A,BE,2025,3.9
A,THS_PER,T,Y15-24,A,BG,2015,11.2
A,THS_PER,T,Y15-24,A,BG,2016,11.1
A,THS_PER,T,Y15-24,A,BG,2017,12.0
A,THS_PER,T,Y15-24,A,BG,2018,9.6
A,THS_PER,T,Y15-24,A,BG,2019,9.5
A,THS_PER,T,Y15-24,A,BG,2020,9.4
A,THS_PER,T,Y15-24,A,BG,2021,7.1
A,THS_PER,T,Y15-24,A,BG,2022,7.4
A,THS_PER,T,Y15-24,A,BG,2023,6.1
A,THS_PER,T,Y15-24,A,BG,2024,5.8
A,THS_PER,T,Y15-24,A,BG,2025,5.3
A,THS_PER,T,Y15-24,A,CH,2015,14.1
A,THS_PER,T,Y15-24,A,CH,2016,16.7
A,THS_PER,T,Y15-24,A,CH,2017,15.1
A,THS_PER,T,Y15-24,A,CH,2018,13.1
A,THS_PER,T,Y15-24,A,CH,2019,11.8
A,THS_PER,T,Y15-24,A,CH,2020,11.3
A,THS_PER,T,Y15-24,A,CH,2021,8.1
A,THS_PER,T,Y15-24,A,CH,2022,6.4
A,THS_PER,T,Y15-24,A,CH,2023,8.5
A,THS_PER,T,Y15-24,A,CH,2024,9.0
A,THS_PER,T,Y15-24,A,CH,2025,8.0
A,THS_PER,T,Y15-24,A,CY,2015,1.4
A,THS_PER,T,Y15-24,A,CY,2016,1.2
A,THS_PER,T,Y15-24,A,CY,2019,0.5
A,THS_PER,T,Y15-24,A,CY,2020,0.7
A,THS_PER,T,Y15-24,A,CY,2024,0.6
A,THS_PER,T,Y15-24,A,CZ,2015,7.0
A,THS_PER,T,Y15-24,A,CZ,2016,6.6
A,THS_PER,T,Y15-24,A,CZ,2017,5.5
A,THS_PER,T,Y15-24,A,CZ,2018,7.1
A,THS_PER,T,Y15-24,A,CZ,2019,5.9
A,THS_PER,T,Y15-24,A,CZ,2020,6.9
A,THS_PER,T,Y15-24,A,CZ,2021,7.8
A,THS_PER,T,Y15-24,A,CZ,2022,5.1
A,THS_PER,T,Y15-24,A,CZ,2023,8.1
A,THS_PER,T,Y15-24,A,CZ,2024,10.3
A,THS_PER,T,Y15-24,A,CZ,2025,12.1
A,THS_PER,T,Y15-24,A,DE,2015,49.8
A,THS_PER,T,Y15-24,A,DE,2016,41.1
A,THS_PER,T,Y15-24,A,DE,2017,41.5
A,THS_PER,T,Y15-24,A,DE,2018,40.2
A,THS_PER,T,Y15-24,A,DE,2019,44.6
A,THS_PER,T,Y15-24,A,DE,2020,62.0
A,THS_PER,T,Y15-24,A,DE,2021,51.8
A,THS_PER,T,Y15-24,A,DE,2022,56.0
A,THS_PER,T,Y15-24,A,DE,2023,53.2
A,THS_PER,T,Y15-24,A,DE,2024,50.2
A,THS_PER,T,Y15-24,A,DE,2025,49.1
A,THS_PER,T,Y15-24,A,DK,2015,9.0
A,THS_PER,T,Y15-24,A,DK,2016,9.3
A,THS_PER,T,Y15-24,A,DK,2017,8.7
A,THS_PER,T,Y15-24,A,DK,2018,8.1
A,THS_PER,T,Y15-24,A,DK,2019,9.4
A,THS_PER,T,Y15-24,A,DK,2020,8.7
A,THS_PER,T,Y15-24,A,DK,2021,8.2
A,THS_PER,T,Y15-24,A,DK,2022,8.0
A,THS_PER,T,Y15-24,A,DK,2023,7.7
A,THS_PER,T,Y15-24,A,DK,2024,7.3
A,THS_PER,T,Y15-24,A,DK,2025,9.6
A,THS_PER,T,Y15-24,A,EA21,2015,317.6
A,THS_PER,T,Y15-24,A,EA21,2016,314.4
A,THS_PER,T,Y15-24,A,EA21,2017,310.9
A,THS_PER,T,Y15-24,A,EA21,2018,292.2
A,THS_PER,T,Y15-24,A,EA21,2019,286.4
A,THS_PER,T,Y15-24,A,EA21,2020,316.2
A,THS_PER,T,Y15-24,A,EA21,2021,331.2
A,THS_PER,T,Y15-24,A,EA21,2022,318.3
A,THS_PER,T,Y15-24,A,EA21,2023,294.3
A,THS_PER,T,Y15-24,A,EA21,2024,288.4
A,THS_PER,T,Y15-24,A,EA21,2025,296.7
A,THS_PER,T,Y15-24,A,EE,2015,1.3
A,THS_PER,T,Y15-24,A,EE,2018,2.0
A,THS_PER,T,Y15-24,A,EE,2019,1.3
A,THS_PER,T,Y15-24,A,EE,2020,1.2
A,THS_PER,T,Y15-24,A,EL,2015,15.4
A,THS_PER,T,Y15-24,A,EL,2016,13.8
A,THS_PER,T,Y15-24,A,EL,2017,15.3
A,THS_PER,T,Y15-24,A,EL,2018,13.5
A,THS_PER,T,Y15-24,A,EL,2019,10.7
A,THS_PER,T,Y15-24,A,EL,2020,8.7
A,THS_PER,T,Y15-24,A,EL,2021,11.0
A,THS_PER,T,Y15-24,A,EL,2022,13.2
A,THS_PER,T,Y15-24,A,EL,2023,15.2
A,THS_PER,T,Y15-24,A,EL,2024,16.8
A,THS_PER,T,Y15-24,A,EL,2025,12.3
A,THS_PER,T,Y15-24,A,ES,2015,45.6
A,THS_PER,T,Y15-24,A,ES,2016,42.9
A,THS_PER,T,Y15-24,A,ES,2017,52.1
A,THS_PER,T,Y15-24,A,ES,2018,45.9
A,THS_PER,T,Y15-24,A,ES,2019,43.1
A,THS_PER,T,Y15-24,A,ES,2020,38.6
A,THS_PER,T,Y15-24,A,ES,2021,46.5
A,THS_PER,T,Y15-24,A,ES,2022,39.0
A,THS_PER,T,Y15-24,A,ES,2023,30.9
A,THS_PER,T,Y15-24,A,ES,2024,38.3
A,THS_PER,T,Y15-24,A,ES,2025,35.6
A,THS_PER,T,Y15-24,A,EU27_2020,2015,667.0
A,THS_PER,T,Y15-24,A,EU27_2020,2016,631.7
A,THS_PER,T,Y15-24,A,EU27_2020,2017,626.6
A,THS_PER,T,Y15-24,A,EU27_2020,2018,588.5
A,THS_PER,T,Y15-24,A,EU27_2020,2019,563.1
A,THS_PER,T,Y15-24,A,EU27_2020,2020,582.1
A,THS_PER,T,Y15-24,A,EU27_2020,2021,502.2
A,THS_PER,T,Y15-24,A,EU27_2020,2022,499.1
A,THS_PER,T,Y15-24,A,EU27_2020,2023,476.7
A,THS_PER,T,Y15-24,A,EU27_2020,2024,451.7
A,THS_PER,T,Y15-24,A,EU27_2020,2025,444.0
A,THS_PER,T,Y15-24,A,FI,2015,9.0
A,THS_PER,T,Y15-24,A,FI,2016,9.6
A,THS_PER,T,Y15-24,A,FI,2017,10.0
A,THS_PER,T,Y15-24,A,FI,2018,8.0
A,THS_PER,T,Y15-24,A,FI,2019,8.4
A,THS_PER,T,Y15-24,A,FI,2020,10.3
A,THS_PER,T,Y15-24,A,FI,2021,12.9
A,THS_PER,T,Y15-24,A,FI,2022,8.5
A,THS_PER,T,Y15-24,A,FI,2023,8.1
A,THS_PER,T,Y15-24,A,FI,2024,9.2
A,THS_PER,T,Y15-24,A,FI,2025,9.2
A,THS_PER,T,Y15-24,A,FR,2015,50.4
A,THS_PER,T,Y15-24,A,FR,2016,61.6
A,THS_PER,T,Y15-24,A,FR,2017,55.1
A,THS_PER,T,Y15-24,A,FR,2018,62.6
A,THS_PER,T,Y15-24,A,FR,2019,50.1
A,THS_PER,T,Y15-24,A,FR,2020,56.7
A,THS_PER,T,Y15-24,A,FR,2021,67.5
A,THS_PER,T,Y15-24,A,FR,2022,70.6
A,THS_PER,T,Y15-24,A,FR,2023,60.4
A,THS_PER,T,Y15-24,A,FR,2024,57.8
A,THS_PER,T,Y15-24,A,FR,2025,75.1
A,THS_PER,T,Y15-24,A,HR,2015,7.8
A,THS_PER,T,Y15-24,A,HR,2016,4.7
A,THS_PER,T,Y15-24,A,HR,2017,3.9
A,THS_PER,T,Y15-24,A,HR,2018,4.8
A,THS_PER,T,Y15-24,A,HR,2019,5.7
A,THS_PER,T,Y15-24,A,HR,2020,5.8
A,THS_PER,T,Y15-24,A,HR,2021,5.6
A,THS_PER,T,Y15-24,A,HR,2022,5.1
A,THS_PER,T,Y15-24,A,HR,2023,3.0
A,THS_PER,T,Y15-24,A,HR,2024,4.3
A,THS_PER,T,Y15-24,A,HR,2025,3.0
A,THS_PER,T,Y15-24,A,HU,2015,13.4
A,THS_PER,T,Y15-24,A,HU,2016,12.5
A,THS_PER,T,Y15-24,A,HU,2017,13.8
A,THS_PER,T,Y15-24,A,HU,2018,11.4
A,THS_PER,T,Y15-24,A,HU,2019,14.1
A,THS_PER,T,Y15-24,A,HU,2020,12.1
A,THS_PER,T,Y15-24,A,HU,2021,12.0
A,THS_PER,T,Y15-24,A,HU,2022,12.1
A,THS_PER,T,Y15-24,A,HU,2023,13.8
A,THS_PER,T,Y15-24,A,HU,2024,10.2
A,THS_PER,T,Y15-24,A,HU,2025,10.6
A,THS_PER,T,Y15-24,A,IE,2015,7.9
A,THS_PER,T,Y15-24,A,IE,2016,9.8
A,THS_PER,T,Y15-24,A,IE,2017,8.9
A,THS_PER,T,Y15-24,A,IE,2018,10.2
A,THS_PER,T,Y15-24,A,IE,2019,9.8
A,THS_PER,T,Y15-24,A,IE,2020,11.6
A,THS_PER,T,Y15-24,A,IE,2021,12.0
A,THS_PER,T,Y15-24,A,IE,2022,10.8
A,THS_PER,T,Y15-24,A,IE,2023,12.6
A,THS_PER,T,Y15-24,A,IE,2024,13.6
A,THS_PER,T,Y15-24,A,IE,2025,12.1
A,THS_PER,T,Y15-24,A,IS,2015,0.7
A,THS_PER,T,Y15-24,A,IS,2018,0.5
A,THS_PER,T,Y15-24,A,IS,2020,0.6
A,THS_PER,T,Y15-24,A,IS,2021,0.9
A,THS_PER,T,Y15-24,A,IS,2022,0.8
A,THS_PER,T,Y15-24,A,IS,2023,0.8
A,THS_PER,T,Y15-24,A,IS,2024,0.7
A,THS_PER,T,Y15-24,A,IT,2015,35.7
A,THS_PER,T,Y15-24,A,IT,2016,42.3
A,THS_PER,T,Y15-24,A,IT,2017,39.8
A,THS_PER,T,Y15-24,A,IT,2018,35.3
A,THS_PER,T,Y15-24,A,IT,2019,38.6
A,THS_PER,T,Y15-24,A,IT,2020,43.6
A,THS_PER,T,Y15-24,A,IT,2021,41.5
A,THS_PER,T,Y15-24,A,IT,2022,39.3
A,THS_PER,T,Y15-24,A,IT,2023,37.8
A,THS_PER,T,Y15-24,A,IT,2024,33.9
A,THS_PER,T,Y15-24,A,IT,2025,35.0
A,THS_PER,T,Y15-24,A,LT,2015,9.2
A,THS_PER,T,Y15-24,A,LT,2016,7.7
A,THS_PER,T,Y15-24,A,LT,2017,7.9
A,THS_PER,T,Y15-24,A,LT,2018,7.0
A,THS_PER,T,Y15-24,A,LT,2019,5.1
A,THS_PER,T,Y15-24,A,LT,2020,5.5
A,THS_PER,T,Y15-24,A,LT,2021,3.2
A,THS_PER,T,Y15-24,A,LT,2022,2.4
A,THS_PER,T,Y15-24,A,LT,2023,2.9
A,THS_PER,T,Y15-24,A,LT,2024,2.3
A,THS_PER,T,Y15-24,A,LT,2025,3.9
A,THS_PER,T,Y15-24,A,LU,2016,0.6
A,THS_PER,T,Y15-24,A,LV,2015,5.1
A,THS_PER,T,Y15-24,A,LV,2016,4.2
A,THS_PER,T,Y15-24,A,LV,2017,3.4
A,THS_PER,T,Y15-24,A,LV,2018,4.4
A,THS_PER,T,Y15-24,A,LV,2019,4.0
A,THS_PER,T,Y15-24,A,LV,2020,4.0
A,THS_PER,T,Y15-24,A,LV,2021,2.7
A,THS_PER,T,Y15-24,A,LV,2022,2.4
A,THS_PER,T,Y15-24,A,LV,2023,2.9
A,THS_PER,T,Y15-24,A,LV,2024,3.1
A,THS_PER,T,Y15-24,A,LV,2025,2.9
A,THS_PER,T,Y15-24,A,MK,2015,11.8
A,THS_PER,T,Y15-24,A,MK,2016,9.7
A,THS_PER,T,Y15-24,A,MK,2017,9.2
A,THS_PER,T,Y15-24,A,MK,2018,6.4
A,THS_PER,T,Y15-24,A,MK,2019,5.8
A,THS_PER,T,Y15-24,A,MK,2020,4.2
A,THS_PER,T,Y15-24,A,MK,2021,3.8
A,THS_PER,T,Y15-24,A,MK,2022,1.8
A,THS_PER,T,Y15-24,A,MK,2023,1.8
A,THS_PER,T,Y15-24,A,MK,2024,3.2
A,THS_PER,T,Y15-24,A,MK,2025,4.6
A,THS_PER,T,Y15-24,A,NL,2015,29.1
A,THS_PER,T,Y15-24,A,NL,2016,30.6
A,THS_PER,T,Y15-24,A,NL,2017,27.5
A,THS_PER,T,Y15-24,A,NL,2018,22.3
A,THS_PER,T,Y15-24,A,NL,2019,25.9
A,THS_PER,T,Y15-24,A,NL,2020,30.3
A,THS_PER,T,Y15-24,A,NL,2021,42.5
A,THS_PER,T,Y15-24,A,NL,2022,38.2
A,THS_PER,T,Y15-24,A,NL,2023,33.4
A,THS_PER,T,Y15-24,A,NL,2024,32.8
A,THS_PER,T,Y15-24,A,NL,2025,29.1
A,THS_PER,T,Y15-24,A,NO,2015,8.9
A,THS_PER,T,Y15-24,A,NO,2016,9.0
A,THS_PER,T,Y15-24,A,NO,2017,7.2
A,THS_PER,T,Y15-24,A,NO,2018,6.6
A,THS_PER,T,Y15-24,A,NO,2019,8.3
A,THS_PER,T,Y15-24,A,NO,2020,10.6
A,THS_PER,T,Y15-24,A,NO,2021,11.6
A,THS_PER,T,Y15-24,A,NO,2022,11.0
A,THS_PER,T,Y15-24,A,NO,2023,14.4
A,THS_PER,T,Y15-24,A,NO,2024,12.2
A,THS_PER,T,Y15-24,A,NO,2025,11.7
A,THS_PER,T,Y15-24,A,PL,2015,96.2
A,THS_PER,T,Y15-24,A,PL,2016,94.4
A,THS_PER,T,Y15-24,A,PL,2017,93.9
A,THS_PER,T,Y15-24,A,PL,2018,82.5
A,THS_PER,T,Y15-24,A,PL,2019,65.1
A,THS_PER,T,Y15-24,A,PL,2020,61.9
A,THS_PER,T,Y15-24,A,PL,2021,54.3
A,THS_PER,T,Y15-24,A,PL,2022,60.3
A,THS_PER,T,Y15-24,A,PL,2023,67.3
A,THS_PER,T,Y15-24,A,PL,2024,45.9
A,THS_PER,T,Y15-24,A,PL,2025,39.6
A,THS_PER,T,Y15-24,A,PT,2015,10.3
A,THS_PER,T,Y15-24,A,PT,2016,10.3
A,THS_PER,T,Y15-24,A,PT,2017,7.9
A,THS_PER,T,Y15-24,A,PT,2018,7.9
A,THS_PER,T,Y15-24,A,PT,2019,7.9
A,THS_PER,T,Y15-24,A,PT,2020,6.8
A,THS_PER,T,Y15-24,A,PT,2021,8.0
A,THS_PER,T,Y15-24,A,PT,2022,5.5
A,THS_PER,T,Y15-24,A,PT,2023,6.0
A,THS_PER,T,Y15-24,A,PT,2024,5.4
A,THS_PER,T,Y15-24,A,PT,2025,6.1
A,THS_PER,T,Y15-24,A,RO,2015,213.4
A,THS_PER,T,Y15-24,A,RO,2016,184.6
A,THS_PER,T,Y15-24,A,RO,2017,185.7
A,THS_PER,T,Y15-24,A,RO,2018,179.3
A,THS_PER,T,Y15-24,A,RO,2019,174.0
A,THS_PER,T,Y15-24,A,RO,2020,169.1
A,THS_PER,T,Y15-24,A,RO,2021,80.0
A,THS_PER,T,Y15-24,A,RO,2022,85.0
A,THS_PER,T,Y15-24,A,RO,2023,75.7
A,THS_PER,T,Y15-24,A,RO,2024,79.8
A,THS_PER,T,Y15-24,A,RO,2025,62.3
A,THS_PER,T,Y15-24,A,RS,2015,29.5
A,THS_PER,T,Y15-24,A,RS,2016,30.5
A,THS_PER,T,Y15-24,A,RS,2017,23.5
A,THS_PER,T,Y15-24,A,RS,2018,21.2
A,THS_PER,T,Y15-24,A,RS,2019,19.9
A,THS_PER,T,Y15-24,A,RS,2020,15.9
A,THS_PER,T,Y15-24,A,RS,2021,23.9
A,THS_PER,T,Y15-24,A,RS,2022,16.1
A,THS_PER,T,Y15-24,A,RS,2023,17.9
A,THS_PER,T,Y15-24,A,RS,2024,18.3
A,THS_PER,T,Y15-24,A,RS,2025,14.3
A,THS_PER,T,Y15-24,A,SE,2015,10.4
A,THS_PER,T,Y15-24,A,SE,2016,9.8
A,THS_PER,T,Y15-24,A,SE,2017,8.1
A,THS_PER,T,Y15-24,A,SE,2018,7.9
A,THS_PER,T,Y15-24,A,SE,2019,8.3
A,THS_PER,T,Y15-24,A,SE,2020,7.3
A,THS_PER,T,Y15-24,A,SE,2021,8.6
A,THS_PER,T,Y15-24,A,SE,2022,10.4
A,THS_PER,T,Y15-24,A,SE,2023,9.8
A,THS_PER,T,Y15-24,A,SE,2024,9.9
A,THS_PER,T,Y15-24,A,SE,2025,13.2
A,THS_PER,T,Y15-24,A,SI,2015,8.3
A,THS_PER,T,Y15-24,A,SI,2016,4.2
A,THS_PER,T,Y15-24,A,SI,2017,5.7
A,THS_PER,T,Y15-24,A,SI,2018,3.8
A,THS_PER,T,Y15-24,A,SI,2019,3.8
A,THS_PER,T,Y15-24,A,SI,2020,2.6
A,THS_PER,T,Y15-24,A,SI,2021,2.1
A,THS_PER,T,Y15-24,A,SI,2022,3.9
A,THS_PER,T,Y15-24,A,SI,2023,2.8
A,THS_PER,T,Y15-24,A,SI,2024,1.6
A,THS_PER,T,Y15-24,A,SI,2025,2.0
A,THS_PER,T,Y15-24,A,SK,2015,2.3
A,THS_PER,T,Y15-24,A,SK,2016,3.0
A,THS_PER,T,Y15-24,A,SK,2017,3.8
A,THS_PER,T,Y15-24,A,SK,2019,3.3
A,THS_PER,T,Y15-24,A,SK,2020,3.6
A,THS_PER,T,Y15-24,A,TR,2015,732.1
A,THS_PER,T,Y15-24,A,TR,2016,710.2
A,THS_PER,T,Y15-24,A,TR,2017,733.7
A,THS_PER,T,Y15-24,A,TR,2018,683.5
A,THS_PER,T,Y15-24,A,TR,2019,680.2
A,THS_PER,T,Y15-24,A,TR,2020,708.4
A,THS_PER,T,Y15-24,A,TR,2021,685.5
A,THS_PER,T,Y15-24,A,TR,2022,635.1
A,THS_PER,T,Y15-24,A,TR,2023,587.3
A,THS_PER,T,Y15-24,A,TR,2024,581.9
A,THS_PER,T,Y15-24,A,TR,2025,538.6
A,THS_PER,T,Y15-24,A,UK,2015,33.4
A,THS_PER,T,Y15-24,A,UK,2016,37.7
A,THS_PER,T,Y15-24,A,UK,2017,27.7
A,THS_PER,T,Y15-24,A,UK,2018,29.4
A,THS_PER,T,Y15-24,A,UK,2019,28.9
A,THS_PER,T,Y15-24,B,CZ,2015,1.4
A,THS_PER,T,Y15-24,B,CZ,2016,0.6
A,THS_PER,T,Y15-24,B,CZ,2017,0.6
A,THS_PER,T,Y15-24,B,CZ,2018,0.8
A,THS_PER,T,Y15-24,B,CZ,2019,1.4
A,THS_PER,T,Y15-24,B,CZ,2020,0.7
A,THS_PER,T,Y15-24,B,CZ,2021,0.6
A,THS_PER,T,Y15-24,B,CZ,2023,1.2
A,THS_PER,T,Y15-24,B,CZ,2024,1.1
A,THS_PER,T,Y15-24,B,DE,2016,5.0
A,THS_PER,T,Y15-24,B,EA21,2015,12.5
A,THS_PER,T,Y15-24,B,EA21,2016,12.2
A,THS_PER,T,Y15-24,B,EA21,2017,11.1
A,THS_PER,T,Y15-24,B,EA21,2018,11.4
A,THS_PER,T,Y15-24,B,EA21,2019,11.9
A,THS_PER,T,Y15-24,B,EA21,2021,14.2
A,THS_PER,T,Y15-24,B,EA21,2022,16.3
A,THS_PER,T,Y15-24,B,EA21,2023,16.1
A,THS_PER,T,Y15-24,B,EA21,2024,13.3
A,THS_PER,T,Y15-24,B,ES,2015,1.2
A,THS_PER,T,Y15-24,B,ES,2017,1.1
A,THS_PER,T,Y15-24,B,ES,2020,1.4
A,THS_PER,T,Y15-24,B,ES,2025,1.1
A,THS_PER,T,Y15-24,B,EU27_2020,2015,26.6
A,THS_PER,T,Y15-24,B,EU27_2020,2016,23.0
A,THS_PER,T,Y15-24,B,EU27_2020,2017,22.6
A,THS_PER,T,Y15-24,B,EU27_2020,2018,25.1
A,THS_PER,T,Y15-24,B,EU27_2020,2019,27.7
A,THS_PER,T,Y15-24,B,EU27_2020,2021,25.0
A,THS_PER,T,Y15-24,B,EU27_2020,2022,23.4
A,THS_PER,T,Y15-24,B,EU27_2020,2023,24.2
A,THS_PER,T,Y15-24,B,EU27_2020,2024,25.1
A,THS_PER,T,Y15-24,B,EU27_2020,2025,17.5
A,THS_PER,T,Y15-24,B,FR,2015,1.0
A,THS_PER,T,Y15-24,B,FR,2016,2.2
A,THS_PER,T,Y15-24,B,FR,2017,1.2
A,THS_PER,T,Y15-24,B,IT,2024,1.6
A,THS_PER,T,Y15-24,B,NL,2022,1.6
A,THS_PER,T,Y15-24,B,NL,2025,1.5
A,THS_PER,T,Y15-24,B,NO,2015,3.6
A,THS_PER,T,Y15-24,B,NO,2016,1.7
A,THS_PER,T,Y15-24,B,PL,2015,10.7
A,THS_PER,T,Y15-24,B,PL,2016,8.1
A,THS_PER,T,Y15-24,B,PL,2017,8.3
A,THS_PER,T,Y15-24,B,PL,2018,10.2
A,THS_PER,T,Y15-24,B,PL,2019,11.2
A,THS_PER,T,Y15-24,B,RS,2015,1.5
A,THS_PER,T,Y15-24,B,RS,2017,1.0
A,THS_PER,T,Y15-24,B,RS,2018,1.9
A,THS_PER,T,Y15-24,B,RS,2019,1.3
A,THS_PER,T,Y15-24,B,RS,2021,2.0
A,THS_PER,T,Y15-24,B,RS,2022,2.0
A,THS_PER,T,Y15-24,B,RS,2023,2.7
A,THS_PER,T,Y15-24,B,RS,2024,2.6
A,THS_PER,T,Y15-24,B,RS,2025,2.5
A,THS_PER,T,Y15-24,B,SI,2019,0.6
A,THS_PER,T,Y15-24,B,TR,2015,12.1
A,THS_PER,T,Y15-24,B,TR,2016,14.3
A,THS_PER,T,Y15-24,B,TR,2017,14.0
A,THS_PER,T,Y15-24,B,TR,2018,12.3
A,THS_PER,T,Y15-24,B,TR,2019,9.1
A,THS_PER,T,Y15-24,B,TR,2020,11.7
A,THS_PER,T,Y15-24,B,TR,2021,13.5
A,THS_PER,T,Y15-24,B,TR,2022,10.4
A,THS_PER,T,Y15-24,B,TR,2023,9.5
A,THS_PER,T,Y15-24,B,TR,2024,15.5
A,THS_PER,T,Y15-24,B,TR,2025,17.9
A,THS_PER,T,Y15-24,B,UK,2015,7.0
A,THS_PER,T,Y15-24,B,UK,2016,4.9
A,THS_PER,T,Y15-24,B,UK,2017,11.9
A,THS_PER,T,Y15-24,B,UK,2018,5.5
A,THS_PER,T,Y15-24,B,UK,2019,9.7
A,THS_PER,T,Y15-24,C,AT,2015,93.0
A,THS_PER,T,Y15-24,C,AT,2016,89.5
A,THS_PER,T,Y15-24,C,AT,2017,85.0
A,THS_PER,T,Y15-24,C,AT,2018,89.0
A,THS_PER,T,Y15-24,C,AT,2019,84.3
A,THS_PER,T,Y15-24,C,AT,2020,77.8
A,THS_PER,T,Y15-24,C,AT,2021,84.2
A,THS_PER,T,Y15-24,C,AT,2022,96.8
A,THS_PER,T,Y15-24,C,AT,2023,93.6
A,THS_PER,T,Y15-24,C,AT,2024,75.8
A,THS_PER,T,Y15-24,C,AT,2025,71.4
A,THS_PER,T,Y15-24,C,BA,2021,21.1
A,THS_PER,T,Y15-24,C,BA,2022,19.2
A,THS_PER,T,Y15-24,C,BA,2023,20.2
A,THS_PER,T,Y15-24,C,BA,2024,15.9
A,THS_PER,T,Y15-24,C,BA,2025,12.8
A,THS_PER,T,Y15-24,C,BE,2015,41.2
A,THS_PER,T,Y15-24,C,BE,2016,38.3
A,THS_PER,T,Y15-24,C,BE,2017,37.3
A,THS_PER,T,Y15-24,C,BE,2018,42.2
A,THS_PER,T,Y15-24,C,BE,2019,40.4
A,THS_PER,T,Y15-24,C,BE,2020,34.8
A,THS_PER,T,Y15-24,C,BE,2021,38.0
A,THS_PER,T,Y15-24,C,BE,2022,41.0
A,THS_PER,T,Y15-24,C,BE,2023,42.9
A,THS_PER,T,Y15-24,C,BE,2024,33.7
A,THS_PER,T,Y15-24,C,BE,2025,37.9
A,THS_PER,T,Y15-24,C,BG,2015,28.8
A,THS_PER,T,Y15-24,C,BG,2016,25.0
A,THS_PER,T,Y15-24,C,BG,2017,27.6
A,THS_PER,T,Y15-24,C,BG,2018,25.5
A,THS_PER,T,Y15-24,C,BG,2019,21.7
A,THS_PER,T,Y15-24,C,BG,2020,17.2
A,THS_PER,T,Y15-24,C,BG,2021,16.2
A,THS_PER,T,Y15-24,C,BG,2022,17.6
A,THS_PER,T,Y15-24,C,BG,2023,16.6
A,THS_PER,T,Y15-24,C,BG,2024,14.6
A,THS_PER,T,Y15-24,C,BG,2025,11.7
A,THS_PER,T,Y15-24,C,CH,2015,69.4
A,THS_PER,T,Y15-24,C,CH,2016,69.3
A,THS_PER,T,Y15-24,C,CH,2017,69.1
A,THS_PER,T,Y15-24,C,CH,2018,70.1
A,THS_PER,T,Y15-24,C,CH,2019,68.6
A,THS_PER,T,Y15-24,C,CH,2020,62.1
A,THS_PER,T,Y15-24,C,CH,2021,54.7
A,THS_PER,T,Y15-24,C,CH,2022,51.6
A,THS_PER,T,Y15-24,C,CH,2023,56.2
A,THS_PER,T,Y15-24,C,CH,2024,60.8
A,THS_PER,T,Y15-24,C,CH,2025,57.8
A,THS_PER,T,Y15-24,C,CY,2015,2.0
A,THS_PER,T,Y15-24,C,CY,2016,1.8
A,THS_PER,T,Y15-24,C,CY,2017,1.2
A,THS_PER,T,Y15-24,C,CY,2018,1.4
A,THS_PER,T,Y15-24,C,CY,2019,1.9
A,THS_PER,T,Y15-24,C,CY,2020,1.6
A,THS_PER,T,Y15-24,C,CY,2021,1.6
A,THS_PER,T,Y15-24,C,CY,2022,1.3
A,THS_PER,T,Y15-24,C,CY,2023,1.6
A,THS_PER,T,Y15-24,C,CY,2024,1.4
A,THS_PER,T,Y15-24,C,CY,2025,1.6
A,THS_PER,T,Y15-24,C,CZ,2015,116.6
A,THS_PER,T,Y15-24,C,CZ,2016,114.1
A,THS_PER,T,Y15-24,C,CZ,2017,105.7
A,THS_PER,T,Y15-24,C,CZ,2018,96.8
A,THS_PER,T,Y15-24,C,CZ,2019,88.3
A,THS_PER,T,Y15-24,C,CZ,2020,75.7
A,THS_PER,T,Y15-24,C,CZ,2021,78.2
A,THS_PER,T,Y15-24,C,CZ,2022,80.3
A,THS_PER,T,Y15-24,C,CZ,2023,69.7
A,THS_PER,T,Y15-24,C,CZ,2024,63.1
A,THS_PER,T,Y15-24,C,CZ,2025,68.8
